,first_name,last_name,flag_code,residence,birthplace,birthdate,turned_pro,weight_kg,height_cm,handedness,backhand,age
249,Daniel,Appelgren,SWE,"Stockholm, Sweden","Borås, Sweden",1996-05-06,0.0,67.0,175.0,Right-Handed,Two-Handed Backhand,28.0
250,B.,Akbari,IRI,0,0,,0.0,0.0,0.0,0,0,
251,Unknown,Alvarez,0,0,0,,0.0,0.0,0.0,0,0,
252,G.,Atwell,GBR,0,0,,0.0,0.0,0.0,0,0,
253,Maurizio,Aracri,ITA,0,0,1952-01-09,0.0,0.0,0.0,0,0,72.0
254,Jordi,Arconada,USA,United States,"Buenos Aires, Argentina",1996-09-06,0.0,70.0,180.0,Right-Handed,Two-Handed Backhand,28.0
255,Alberto,Arilla,ESP,0,0,,0.0,0.0,0.0,0,0,
256,Andras,Adam-Stolpa,HUN,0,0,1921-09-15,0.0,0.0,0.0,0,0,103.0
257,Charles,Applewhaite,GBR,0,0,,0.0,0.0,0.0,0,0,
258,Masanori,Asai,AUS,0,0,,0.0,0.0,0.0,0,0,
259,Srikar,Alla,IND,0,0,1993-07-25,0.0,0.0,0.0,Right-Handed,Two-Handed Backhand,31.0
260,Bernard,Adelsberg,USA,0,0,,0.0,0.0,0.0,0,0,
261,Felicisimo,Ampon,PHI,0,0,1920-01-27,0.0,0.0,0.0,0,0,104.0
262,Robert,Abdesselam,FRA,0,0,1920-01-27,0.0,0.0,0.0,0,0,104.0
263,Sultan-Aman,Azman,MAS,0,0,,0.0,0.0,0.0,0,0,
264,David,Asz,ISR,0,0,,0.0,0.0,0.0,0,0,
265,Trevor,Adamson,GBR,0,0,,0.0,0.0,0.0,0,0,
266,Akhtar,Ali,IND,0,0,1939-07-05,0.0,0.0,0.0,0,0,85.0
267,Roger,Ambrose,GBR,0,0,1940-04-13,0.0,0.0,0.0,0,0,84.0
268,Daniel,Achondo,CHI,0,0,1939-10-05,0.0,0.0,0.0,0,0,85.0
269,Gerard,Alleyne,USA,0,0,,0.0,0.0,0.0,0,0,
270,Eduardo,Argon,URU,0,0,,0.0,0.0,0.0,0,0,
271,Arthur,Andrews,USA,0,0,,0.0,0.0,0.0,0,0,
272,Arie,Avidan-Weiss,ISR,0,0,1928-04-19,0.0,0.0,0.0,0,0,96.0
273,Edward,Atkinson,USA,0,0,,0.0,0.0,0.0,0,0,
274,Jack,Arkinstall,AUS,0,0,,0.0,0.0,0.0,0,0,
275,Jozsef,Asboth,HUN,0,0,1917-09-18,0.0,0.0,0.0,0,0,107.0
276,Robert,Alger,BER,0,0,,0.0,0.0,0.0,0,0,
277,Rafiq,Ahmad,PAK,0,0,,0.0,0.0,0.0,0,0,
278,John,Ager,USA,0,0,,0.0,0.0,0.0,0,0,
279,Jose,Aguero,BRA,0,0,1933-02-27,0.0,0.0,0.0,0,0,91.0
280,Ian,Ayre,AUS,0,0,,0.0,0.0,0.0,0,0,
281,Thomas,Anderson,GBR,0,0,,0.0,0.0,0.0,0,0,
282,Adrian,Alle,AUS,0,0,1930-03-04,0.0,0.0,0.0,0,0,94.0
283,Jeffrey,Arnold,USA,0,0,,0.0,0.0,0.0,0,0,
284,Art,Anderson,USA,0,0,,0.0,0.0,0.0,0,0,
285,Edward,Alloo,USA,0,0,,0.0,0.0,0.0,0,0,
286,Max,Albrecht,SUI,0,0,,0.0,0.0,0.0,0,0,
287,Bengt,Axelsson,SWE,0,0,1928-11-12,0.0,0.0,0.0,0,0,96.0
288,Garner,Anthony,USA,0,0,,0.0,0.0,0.0,0,0,
289,Mordechai,Apel,ISR,0,0,,0.0,0.0,0.0,0,0,
290,Mahmoud,Alam,PAK,0,0,,0.0,0.0,0.0,0,0,
291,Wilmer,Allison,USA,0,0,1904-12-08,0.0,0.0,0.0,0,0,120.0
292,Jacques,Arago,FRA,0,0,,0.0,0.0,0.0,0,0,
293,Leonce,Aslangul,ARM,0,0,,0.0,0.0,0.0,0,0,
294,Jean,Augustin,FRA,0,0,,0.0,0.0,0.0,0,0,
295,Edward,Avory,GBR,0,0,,0.0,0.0,0.0,0,0,
296,Manuel,Alonso-Areyzaga,ESP,0,0,,0.0,0.0,0.0,0,0,
297,Pierre,Albarran,FRA,0,0,,0.0,0.0,0.0,0,0,
298,Adrien,Aron,FRA,0,0,,0.0,0.0,0.0,0,0,
299,Charles,Aeschliman,SUI,0,0,,0.0,0.0,0.0,0,0,
300,Howe,Atwater,0,0,0,,0.0,0.0,0.0,0,0,
301,Andres,Arce,ESP,0,0,,0.0,0.0,0.0,0,0,
302,Iftikar,Ahmed,IND,0,0,,0.0,0.0,0.0,0,0,
303,John,Archer,GBR,0,0,,0.0,0.0,0.0,0,0,
304,Raymond,Antignat,USA,0,0,,0.0,0.0,0.0,0,0,
305,Eskell,Andrews,NZL,0,0,1905-07-31,0.0,0.0,0.0,0,0,119.0
306,Walter,Anderson,USA,0,0,,0.0,0.0,0.0,0,0,
307,Ralph,Adair,USA,0,0,,0.0,0.0,0.0,0,0,
308,Edwin,Amark,USA,0,0,,0.0,0.0,0.0,0,0,
309,Marvin,Anthony,USA,0,0,,0.0,0.0,0.0,0,0,
310,Walter,Arenberg,USA,0,0,,0.0,0.0,0.0,0,0,
311,Owen,Anderson,USA,0,0,,0.0,0.0,0.0,0,0,
312,Juan,Aguirre,USA,0,0,,0.0,0.0,0.0,0,0,
313,John Norman,Anderson,USA,0,0,,0.0,0.0,0.0,0,0,
314,Edward,Anstee,AUS,0,0,,0.0,0.0,0.0,0,0,
315,Morris,Adelsberg,USA,0,0,,0.0,0.0,0.0,0,0,
316,W.,Anstee,0,0,0,,0.0,0.0,0.0,0,0,
317,Khan-Iftikhar,Ahmed,IND,0,0,,0.0,0.0,0.0,0,0,
318,Bunny,Austin,GBR,0,London,1906-08-20,0.0,0.0,0.0,0,0,118.0
319,Kaiman,Aschner,0,0,0,,0.0,0.0,0.0,0,0,
320,Tamino,Abe,JPN,0,0,1902-09-29,0.0,0.0,0.0,0,0,122.0
321,Joseph,Abrams,USA,0,0,,0.0,0.0,0.0,0,0,
322,John,Anderson,USA,0,0,,0.0,0.0,0.0,0,0,
323,Charles,Angus,NZL,0,0,,0.0,0.0,0.0,0,0,
324,Modeste,Alloo,USA,0,0,,0.0,0.0,0.0,0,0,
325,Iwao,Aoki,JPN,0,0,,0.0,0.0,0.0,0,0,
326,Eric,Attewell,GBR,0,0,,0.0,0.0,0.0,0,0,
327,Frederick,Anderson,USA,0,0,,0.0,0.0,0.0,0,0,
328,Ernst,Asmussen,DEN,0,0,,0.0,0.0,0.0,0,0,
329,C.,Aranha,0,0,0,,0.0,0.0,0.0,0,0,
330,G.R.,Ashton,GBR,0,0,,0.0,0.0,0.0,0,0,
331,K.,Appel,0,0,0,,0.0,0.0,0.0,0,0,
332,J.,Armstrong,0,0,0,,0.0,0.0,0.0,0,0,
333,W.,Aydelotte,0,0,0,,0.0,0.0,0.0,0,0,
334,Lionel,Alderson,GBR,0,0,,0.0,0.0,0.0,0,0,
335,James,Anderson,AUS,0,"Enfield, NSW",,0.0,0.0,0.0,0,0,
336,Harold,Aitken,RSA,0,0,,0.0,0.0,0.0,0,0,
337,Guillermo,Aragon,PHI,0,0,,0.0,0.0,0.0,0,0,
338,Eric,Andrea,IND,0,0,,0.0,0.0,0.0,0,0,
339,E.,Ashcroft,0,0,0,,0.0,0.0,0.0,0,0,
340,J.,Andreu,ESP,0,0,,0.0,0.0,0.0,0,0,
341,P.E.,Allison,NZL,0,0,,0.0,0.0,0.0,0,0,
342,N.C.,Abrams,GBR,0,0,,0.0,0.0,0.0,0,0,
343,Jose-Maria,Alonso-Areyzaga,ESP,0,San Sebastian,,0.0,0.0,0.0,0,0,
344,L.,Addison,0,0,0,,0.0,0.0,0.0,0,0,
345,Frank,Anderson,0,0,0,,0.0,0.0,0.0,0,0,
346,A.W.,Asthalter,GBR,0,0,,0.0,0.0,0.0,0,0,
347,L.,Andrews,0,0,0,,0.0,0.0,0.0,0,0,
348,H.,Askham,0,0,0,,0.0,0.0,0.0,0,0,
349,G.,Alston,0,0,0,,0.0,0.0,0.0,0,0,
350,H.,Addison,0,0,0,,0.0,0.0,0.0,0,0,
351,M.,Ackerland,0,0,0,,0.0,0.0,0.0,0,0,
352,J.,Adoue,0,0,0,,0.0,0.0,0.0,0,0,
353,M.,Allen,0,0,0,,0.0,0.0,0.0,0,0,
354,E.,Appleby,0,0,0,,0.0,0.0,0.0,0,0,
355,W.,Anderson,0,0,0,,0.0,0.0,0.0,0,0,
356,Fred,Alexander,USA,0,0,,0.0,0.0,0.0,0,0,
357,J.W.,Anderson,0,0,0,,0.0,0.0,0.0,0,0,
358,J.,Allen,0,0,0,,0.0,0.0,0.0,0,0,
359,H.,Adams,0,0,0,,0.0,0.0,0.0,0,0,
360,R.,Allen,0,0,0,,0.0,0.0,0.0,0,0,
361,A.,Allen,0,0,0,,0.0,0.0,0.0,0,0,
362,T.,Andrews,0,0,0,,0.0,0.0,0.0,0,0,
363,V.,Astor,0,0,0,,0.0,0.0,0.0,0,0,
364,G.,Achelis,0,0,0,,0.0,0.0,0.0,0,0,
365,A.W.,Andrews,GBR,0,0,,0.0,0.0,0.0,0,0,
366,C.J.,Adams,GBR,0,0,,0.0,0.0,0.0,0,0,
367,G.,Adee,0,0,0,,0.0,0.0,0.0,0,0,
368,G.,Anson,0,0,0,,0.0,0.0,0.0,0,0,
369,Unknown,Allom,0,0,0,,0.0,0.0,0.0,0,0,
370,J.,Addison,0,0,0,,0.0,0.0,0.0,0,0,
371,R.,Anceau,0,0,0,,0.0,0.0,0.0,0,0,
372,George,Allen,GBR,0,0,,0.0,0.0,0.0,0,0,
373,R.,Auspitzer,0,0,0,,0.0,0.0,0.0,0,0,
374,C.,Amory,0,0,0,,0.0,0.0,0.0,0,0,
375,G.,Adams,0,0,0,,0.0,0.0,0.0,0,0,
376,Sydney,Adams,GBR,0,0,,0.0,0.0,0.0,0,0,
377,W.,Astor,0,0,0,,0.0,0.0,0.0,0,0,
378,J.,Ames,0,0,0,,0.0,0.0,0.0,0,0,
379,C.,Andrews,0,0,0,,0.0,0.0,0.0,0,0,
380,J.,Alexander,0,0,0,,0.0,0.0,0.0,0,0,
381,D.,Appleton,0,0,0,,0.0,0.0,0.0,0,0,
382,H.,Alexander,0,0,0,,0.0,0.0,0.0,0,0,
383,Amine,Ahouda,MAR,"Casablanca, Morocco","Casablanca, Morocco",1997-09-11,2013.0,76.0,185.0,Right-Handed,Two-Handed Backhand,27.0
384,J.,Arenholt,0,0,0,,0.0,0.0,0.0,0,0,
385,R.,Agassiz,0,0,0,,0.0,0.0,0.0,0,0,
386,W.S.,Andrews,GBR,0,0,,0.0,0.0,0.0,0,0,
387,H.,Allen,0,0,0,,0.0,0.0,0.0,0,0,
388,H.,Avery,0,0,0,,0.0,0.0,0.0,0,0,
389,S.R.,Arthur,GBR,0,0,,0.0,0.0,0.0,0,0,
390,E. Roy,Allen,0,0,0,,0.0,0.0,0.0,0,0,
391,C.,Allen,0,0,0,,0.0,0.0,0.0,0,0,
392,S.,Atkey,0,0,0,,0.0,0.0,0.0,0,0,
393,E.,Archibald Thomson,0,0,0,,0.0,0.0,0.0,0,0,
394,E.,Avory,0,0,0,,0.0,0.0,0.0,0,0,
395,G.,Arbuthnot,0,0,0,,0.0,0.0,0.0,0,0,
396,W.,Adams,0,0,0,,0.0,0.0,0.0,0,0,
397,F.,Ashley,0,0,0,,0.0,0.0,0.0,0,0,
398,B.,Akroyd,0,0,0,,0.0,0.0,0.0,0,0,
399,M.,Agelasto,0,0,0,,0.0,0.0,0.0,0,0,
400,W.,Ames,0,0,0,,0.0,0.0,0.0,0,0,
401,.,Allen,0,0,0,,0.0,0.0,0.0,0,0,
402,Unknown,Anderson,0,0,0,,0.0,0.0,0.0,0,0,
403,Goncalo,Andrade,POR,0,0,1998-12-02,0.0,0.0,0.0,0,0,26.0
404,Joao,Antonio,POR,0,0,1999-04-30,0.0,0.0,0.0,0,0,25.0
405,Felix,Auger-Aliassime,CAN,"Montreal, Canada","Montreal, Canada",2000-08-08,2016.0,84.0,188.0,Right-Handed,Two-Handed Backhand,24.0
406,Mansour,Bahrami,IRI,"Paris, France","Arak, Iran",1956-04-26,0.0,82.0,178.0,0,0,68.0
407,Joel,Bailey,USA,0,"West Palm Beach, FL, U.S.A.",1951-04-25,0.0,0.0,0.0,0,0,73.0
408,Bernard,Balleret,MON,0,0,1954-05-11,0.0,0.0,0.0,0,0,70.0
409,Stuart,Bale,GBR,0,"London, England",1964-01-21,0.0,82.0,185.0,0,0,60.0
410,Bobby,Banck,USA,0,"Buffalo, NY, U.S.A.",1964-05-16,0.0,58.0,165.0,0,0,60.0
411,Corrado,Barazzutti,ITA,0,"Udine, Italy",1953-02-19,0.0,70.0,178.0,0,0,71.0
412,Mike,Baroch,AUS,0,0,1966-06-01,0.0,0.0,0.0,0,0,58.0
413,Luis,Baraldi,MEX,0,0,1951-10-21,0.0,0.0,0.0,0,0,73.0
414,Russell,Barlow,AUS,0,"Toowoomba, QSLD, Aust.",1962-12-18,0.0,70.0,173.0,0,0,62.0
415,Jorge,Bardou,ESP,0,"Barcelona, Spain",1965-03-05,0.0,76.0,180.0,0,0,59.0
416,Mike,Barr,USA,0,"Highland Park, IL, USA",1956-06-27,0.0,0.0,0.0,0,0,68.0
417,Marcello,Bassanelli,ITA,0,0,,0.0,0.0,0.0,0,0,
418,Givaldo,Barbosa,BRA,0,"Sao Paulo, Brazil",1954-01-25,0.0,70.0,183.0,0,0,70.0
419,Peter,Bastiansen,DEN,0,"Copenhagen, Denmark",1962-05-03,0.0,80.0,193.0,0,0,62.0
420,Mark,Basham,USA,"Santa Barbara, CA, USA","Santa Barbara, CA, USA",1962-04-24,1986.0,64.0,175.0,0,0,62.0
421,Jeremy,Bates,GBR,"London, England","Solihull, England",1962-06-19,1982.0,73.0,180.0,0,0,62.0
422,Ronnie,Bathman,SWE,"Orebro, Sweden","Koping, Sweden",1959-04-24,1983.0,75.0,183.0,0,0,65.0
423,Mike,Bauer,USA,"Koln, Germany","Oakland, CA",1959-06-29,1982.0,84.0,188.0,0,0,65.0
424,Tasos,Bavelas,GRE,0,0,1968-02-27,0.0,0.0,0.0,0,0,56.0
425,Rill,Baxter,USA,0,"Sarasota, FL",1962-10-26,0.0,78.0,183.0,0,0,62.0
426,Charles,Beckman,USA,"Louisville, KY","Louisville, KY",1965-03-01,1987.0,84.0,185.0,0,0,59.0
427,Boris,Becker,GER,"Monte Carlo, Monaco","Leimen, Germany",1967-11-22,1984.0,85.0,191.0,0,0,57.0
428,Jaromir,Becka,GER,0,"Prague, Czechoslovakia",1963-07-06,0.0,68.0,175.0,0,0,61.0
429,Helmut,Beermann,GER,0,0,1955-03-09,0.0,0.0,0.0,0,0,69.0
430,Dominique,Bedel,FRA,0,"Casablanca, Morocco",1957-02-20,0.0,73.0,185.0,0,0,67.0
431,Kelvin,Belcher,USA,0,"Gasden, AL",1961-09-20,0.0,79.0,185.0,0,0,63.0
432,Marco,Bellini,ITA,0,0,,0.0,0.0,0.0,0,0,
433,Ramiro,Benavides,BOL,0,"La Paz, Bolivia",1947-01-30,0.0,0.0,0.0,0,0,77.0
434,Eduardo,Bengoechea,ARG,0,"Cordoba, Argentina",1959-07-02,0.0,78.0,185.0,0,0,65.0
435,Tarik,Benhabiles,FRA,0,"Algiers, Algeria",1965-02-05,0.0,64.0,175.0,0,0,59.0
436,Rudiger,Benz,GER,0,0,1965-02-10,0.0,0.0,0.0,0,0,59.0
437,Christian,Bergstrom,SWE,"Monte Carlo, Monaco","Gothenburg, Sweden",1967-07-19,1985.0,68.0,180.0,0,0,57.0
438,Hans-Dieter,Beutel,GER,0,"Elsingen, Germany",1962-06-12,0.0,79.0,185.0,0,0,62.0
439,George,Bezecny,USA,0,"Fort Lauderdale, FL",1963-03-24,0.0,75.0,183.0,0,0,61.0
440,Stephan,Bienz,SUI,0,0,,0.0,0.0,0.0,0,0,
441,Stanislav,Birner,CZE,0,"Karlovy Vary, Czechoslovakia",1956-10-11,0.0,66.0,170.0,0,0,68.0
442,Bobby,Blair,USA,0,"Fort Lauderdale, FL, U.S.A.",1964-10-24,0.0,70.0,178.0,0,0,60.0
443,Bob,Blazekovic,USA,0,"Battle Creek, MI, USA",1960-05-26,0.0,0.0,0.0,0,0,64.0
444,Gilad,Bloom,ISR,"Ramat Hasharon, Israel","Tel Aviv, Israel",1967-03-01,1986.0,73.0,173.0,0,0,57.0
445,Arnaud,Boetsch,FRA,"Geneva, Switzerland","Meulan, France",1969-04-01,1987.0,76.0,183.0,0,0,55.0
446,Bernard,Boileau,BEL,0,"Liege, Belgium",1959-05-25,0.0,75.0,185.0,0,0,65.0
447,Stephane,Bonneau,CAN,"Montreal, Quebec, Canada","Chicoutimi, Quebec, Canada",1961-12-08,0.0,79.0,188.0,0,0,63.0
448,Bjorn,Borg,SWE,Monaco,"Stockholm, Sweden",1956-06-06,1973.0,73.0,180.0,Right-Handed,Two-Handed Backhand,68.0
449,Vadim,Borisov,RUS,0,0,,0.0,0.0,0.0,0,0,
450,Jeff,Borowiak,USA,0,"Berkeley, CA, U.S.A.",1949-09-25,0.0,82.0,193.0,0,0,75.0
451,Luis,Borfiga,MON,0,0,,0.0,0.0,0.0,0,0,
452,Dean,Botha,RSA,0,"East London, South Africa",1964-03-30,0.0,70.0,175.0,0,0,60.0
453,Luca,Bottazzi,ITA,0,"Son Donato Milanese, Italy",1963-04-01,0.0,71.0,170.0,0,0,61.0
454,Lloyd,Bourne,USA,0,"Los Angeles, CA",1958-10-18,0.0,82.0,191.0,0,0,66.0
455,Craig,Boynton,USA,0,"Massilon, Ohio",1964-06-19,0.0,79.0,183.0,0,0,60.0
456,John,Boytim,USA,0,"New Orleans, LA",1967-12-21,0.0,68.0,175.0,0,0,57.0
457,Sean,Brawley,USA,0,"New Orleans, LA",1960-10-24,0.0,77.0,178.0,0,0,64.0
458,Alain,Brichant,BEL,0,0,,0.0,0.0,0.0,0,0,
459,Bruce,Brescia,USA,0,"River Forest, IL, USA",1961-12-01,0.0,0.0,0.0,0,0,63.0
460,Austen,Brice,GBR,0,"Cheshire, England",1968-01-20,0.0,0.0,0.0,0,0,56.0
461,Jimmy,Brown,USA,"Largo, FL","Hialeah, FL",1965-04-28,1981.0,68.0,180.0,0,0,59.0
462,Neil,Broad,GBR,"Wimbledon, England","Cape Town, South Africa",1966-11-20,1986.0,87.0,191.0,0,0,58.0
463,Ricky,Brown,USA,0,"Hialeah, FL",1967-04-01,0.0,70.0,178.0,0,0,57.0
464,Mike,Brunnberg,USA,"Ft. Lauderdale, FL, USA","Stockholm, Sweden",1958-05-04,1981.0,86.0,191.0,0,0,66.0
465,Fritz,Buehning,USA,0,"Summit, NJ",1960-03-05,0.0,91.0,196.0,0,0,64.0
466,Mark,Buckley,USA,0,"Bogalusa, LA",1960-09-01,0.0,70.0,178.0,0,0,64.0
467,Damir,Buljevic,CRO,0,"Split, Yugoslavia",1965-09-22,0.0,91.0,196.0,0,0,59.0
468,Doug,Burke,JAM,0,"Kingston, Jamaica",1963-07-25,0.0,73.0,180.0,0,0,61.0
469,Andrew,Burrow,RSA,0,"George, South Africa",1963-06-17,0.0,68.0,178.0,0,0,61.0
470,Juan Carlos,Baguena,ESP,0,"Barcelona, Spain",1967-01-07,0.0,79.0,183.0,0,0,57.0
471,Alessandro,Baldoni,ITA,0,0,1968-02-20,0.0,0.0,0.0,0,0,56.0
472,David,Betous,FRA,0,0,,0.0,0.0,0.0,0,0,
473,Sam,Bloom,USA,0,0,1994-01-13,0.0,0.0,0.0,0,0,30.0
474,Chris,Bradnam,GBR,0,"Winchmore Hill, London",1958-02-26,0.0,0.0,0.0,0,0,66.0
475,Trent,Bryde,USA,0,0,1999-11-24,0.0,0.0,0.0,0,0,25.0
476,Juan Ignacio,Batalla,MEX,0,0,,0.0,0.0,0.0,0,0,
477,Nick,Badenhorst,RSA,0,0,,0.0,0.0,0.0,0,0,
478,Josef,Brabenec,CAN,0,"Prague, Czechoslovakia",1957-04-24,0.0,0.0,0.0,0,0,67.0
479,Syd,Ball,AUS,"Newport Beach, CA, USA","Sydney, Australia",1950-01-24,0.0,79.0,188.0,0,0,74.0
480,Nandan,Bal,IND,0,0,,0.0,0.0,0.0,0,0,
481,Ken,Barton,AUS,0,0,,0.0,0.0,0.0,0,0,
482,Nick,Brown,GBR,0,"Warrington, England",1961-09-03,0.0,82.0,191.0,0,0,63.0
483,Khaled,Baligh,EGY,0,0,,0.0,0.0,0.0,0,0,
484,Jean-Claude,Barclay,FRA,0,0,1942-12-30,0.0,0.0,0.0,0,0,82.0
485,Tony,Bardsley,CAN,0,"St. Jean, Quebec, Canada",1945-02-09,0.0,0.0,0.0,0,0,79.0
486,Roy,Barth,USA,0,"San Diego, CA",1947-03-30,0.0,68.0,175.0,0,0,77.0
487,Pierre,Barthes,FRA,0,"Beziens, France",1941-09-13,0.0,0.0,0.0,0,0,83.0
488,John,Bartlett,AUS,"Brighton, Victoria, Australia","Woonona, NSW, Australia",1948-03-17,0.0,78.0,188.0,0,0,76.0
489,Gerald,Battrick,GBR,0,"Bridgend, Wales, Great Britain",1947-05-27,0.0,66.0,178.0,0,0,77.0
490,Mike,Belkin,CAN,0,0,1945-06-29,0.0,0.0,0.0,0,0,79.0
491,Ove Nils,Bengtson,SWE,0,"Danderyd, Sweden",1945-04-05,0.0,93.0,196.0,0,0,79.0
492,John,Benson,USA,0,0,1959-07-02,0.0,0.0,0.0,0,0,65.0
493,Paolo,Bertolucci,ITA,"Forte Dei Marmi, Italy","Forte Dei Marmi, Italy",1951-08-03,0.0,82.0,175.0,0,0,73.0
494,Christophe,Bernelle,FRA,0,"Paris, France",1962-12-31,0.0,77.0,185.0,0,0,62.0
495,Byron,Bertram,RSA,0,"Johannesburg, South Africa",1952-10-29,0.0,0.0,0.0,0,0,72.0
496,Alvaro,Betancur,COL,"Wesley Chapel, Florida, USA","Medellin, Colombia",1950-01-03,0.0,0.0,0.0,0,0,74.0
497,Woody,Blocher,USA,0,"Pasadena, CA, U.S.A.",1951-08-24,0.0,73.0,173.0,0,0,73.0
498,Dave,Bohrnstedt,USA,0,0,,0.0,0.0,0.0,0,0,
499,William,Brown,USA,0,"Omaha, NE, U.S.A.",1945-01-14,0.0,0.0,0.0,0,0,79.0
500,Henry,Bunis,USA,"Groton, MA, USA","Cincinnati, OH, USA",1953-03-27,0.0,0.0,0.0,0,0,71.0
501,Ben,Bishop,USA,0,0,,0.0,0.0,0.0,0,0,
502,Keith,Begley,AUS,0,0,,0.0,0.0,0.0,0,0,
503,Segun,Balogun,NGR,0,0,,0.0,0.0,0.0,0,0,
504,Peter,Burwash,CAN,"Carmel, CA","Brockville, Ontario, Canada",1945-02-10,0.0,75.0,175.0,0,0,79.0
505,Nial,Brash,USA,0,0,,0.0,0.0,0.0,0,0,
506,Felix,Barrientos,PHI,0,"Manila, Philippines",1967-11-20,0.0,72.0,178.0,0,0,57.0
507,Valerio,Baiardo,ITA,0,0,,0.0,0.0,0.0,0,0,
508,Hiroyuki,Bamba,JPN,0,0,,0.0,0.0,0.0,0,0,
509,Teodor,Batchev,BUL,0,0,,0.0,0.0,0.0,0,0,
510,Carlos,Behar,COL,0,0,,0.0,0.0,0.0,0,0,
511,Dan,Bleckinger,USA,0,"Oshkosh, WI, U.S.A.",1947-05-27,0.0,0.0,0.0,0,0,77.0
512,Greg,Braun,AUS,0,0,,0.0,0.0,0.0,0,0,
513,Glenn,Busby,AUS,0,0,,0.0,0.0,0.0,0,0,
514,Robert,Bettauer,CAN,"British Columbia, Canada","Berlin, Germany",1956-05-02,1978.0,75.0,175.0,0,0,68.0
515,Luis,Bruguera,ESP,0,0,,0.0,0.0,0.0,0,0,
516,Marc,Bolle,BEL,0,"Ghent, Belgium",1949-06-24,0.0,0.0,0.0,0,0,75.0
517,Brian,Benson,AUS,0,0,,0.0,0.0,0.0,0,0,
518,Janos,Benyik,HUN,0,0,,0.0,0.0,0.0,0,0,
519,Bailey,Brown,USA,0,"Bronxville, NY, U.S.A.",1943-06-15,0.0,0.0,0.0,0,0,81.0
520,Rohun,Beven,GBR,0,"Hatfield, Sussex, England",1957-09-21,0.0,0.0,0.0,0,0,67.0
521,John,Blizzard,AUS,0,"NSW, Australia",,0.0,0.0,0.0,0,0,
522,Jacques,Bonnemaison,FRA,0,0,,0.0,0.0,0.0,0,0,
523,Joe,Bouquin,USA,0,0,,0.0,0.0,0.0,0,0,
524,Carey,Brading,USA,0,0,,0.0,0.0,0.0,0,0,
525,Regis,Brunet,FRA,0,"Marseille, France",1956-05-31,0.0,68.0,183.0,0,0,68.0
526,Ian,Bersin,AUS,0,0,,0.0,0.0,0.0,0,0,
527,Brian,Bowman,AUS,0,0,,0.0,0.0,0.0,0,0,
528,Dan,Birchmore,USA,0,0,,0.0,0.0,0.0,0,0,
529,Bill,Bowrey,AUS,0,"Sydney, NSW, Australia",1943-12-25,0.0,0.0,0.0,0,0,81.0
530,Ingo,Buding,GER,0,"Lovrin, Romania",1942-01-09,0.0,0.0,0.0,0,0,82.0
531,John,Barrett,GBR,0,"London, England",1931-04-17,0.0,86.0,185.0,0,0,93.0
532,John,Brown,AUS,0,"Melbourne, VIC, Australia",1940-07-12,0.0,0.0,0.0,0,0,84.0
533,Earl Butch,Buchholz,USA,0,"St. Louis, MO",1940-09-16,0.0,73.0,188.0,0,0,84.0
534,Patrice,Beust,FRA,0,"Bois-le-Roi, France",1944-09-03,0.0,72.0,170.0,0,0,80.0
535,Roger,Becker,GBR,0,0,1934-02-06,0.0,0.0,0.0,0,0,90.0
536,Geoff,Bluett,GBR,0,0,1941-05-20,0.0,0.0,0.0,0,0,83.0
537,Szabolcz,Baranyi,HUN,0,"Nagyvarad, Hungary",1944-01-31,0.0,0.0,0.0,0,0,80.0
538,Tom,Brown,USA,0,"Washington, DC, USA",1922-09-26,0.0,70.0,185.0,0,0,102.0
539,Franco,Bartoni,ITA,"Rome, Italy","Rome, Italy",1948-10-04,0.0,0.0,0.0,0,0,76.0
540,Dick R.,Bohrnstedt,USA,0,"Redlands, CA, USA",1950-04-28,0.0,0.0,0.0,0,0,74.0
541,Wilhelm,Bungert,GER,"Dusseldorf, Germany","Mannheim, Germany",1939-04-01,0.0,82.0,188.0,0,0,85.0
542,Goran,Bergstrand,SWE,0,0,,0.0,0.0,0.0,0,0,
543,Jack,Bushman,USA,0,0,,0.0,0.0,0.0,0,0,
544,John,Burrman,USA,0,0,,0.0,0.0,0.0,0,0,
545,Michael,Burgener,SUI,0,0,,0.0,0.0,0.0,0,0,
546,Chris,Bovett,GBR,0,"West Hagley, England",1945-12-25,0.0,0.0,0.0,0,0,79.0
547,Eric,Baer,USA,0,0,,0.0,0.0,0.0,0,0,
548,Maurizio,Bonaiti,ITA,0,0,,0.0,0.0,0.0,0,0,
549,Harvey,Becker,GBR,0,0,,0.0,0.0,0.0,0,0,
550,Ian,Bidmeade,AUS,0,0,,0.0,0.0,0.0,0,0,
551,Lennart,Bergelin,SWE,0,0,1925-06-10,0.0,0.0,0.0,0,0,99.0
552,Harry,Brittain,CAN,0,0,,0.0,0.0,0.0,0,0,
553,Thierry,Bernasconi,FRA,0,0,,0.0,0.0,0.0,0,0,
554,Ugo,Biagianti,ITA,0,"Rome, Italy",1967-08-29,0.0,64.0,173.0,0,0,57.0
555,Rikard,Bergh,SWE,"Karlskoga, Sweden","Orebro, Sweden",1966-06-14,1987.0,80.0,188.0,0,0,58.0
556,Rod,Brent,AUS,0,0,,0.0,0.0,0.0,0,0,
557,Stephen,Botfield,GBR,0,"London, England",1966-04-10,0.0,67.0,180.0,0,0,58.0
