,name,address,city,zip_code,type,count,clay,wall,grass,indoor,lights,proshop,latitude,clay,wall,grass,indoor,lights,stringing
Prince George High School,Laurel Spring Road,richmond-petersburg,va,Public,8,False,True,False,False,True,False,37,-77.267596,0,1,0,0,1,0
Jacksonville Beach Tennis Center,Avenue South,jacksonville,fl,Public,7,False,True,False,False,True,True,30,-81.3876843,0,1,0,0,1,0
Waterford at Deerwood,Southside Boulevard,jacksonville,fl,Homeowners Community,2,False,False,False,False,True,False,30,-81.5496469,0,0,0,0,1,0
Barnett Park,Ferrand Drive,orlando,fl,Public,2,False,False,False,False,True,False,28,-81.4446545,0,0,0,0,1,0
Sonoma Southside,Southside Boulevard,jacksonville,fl,Homeowners Community,1,False,False,False,False,False,False,30,-81.5537989,0,0,0,0,0,0
Sweetwater,Del Webb Parkway,jacksonville,fl,Homeowners Community,2,False,False,False,False,True,False,30,-81.5072787,0,0,0,0,1,0
Pflugerville High School,Pecan Street West,austin-san marcos,tx,Public,8,False,True,False,False,True,False,30,-97.6370215,0,1,0,0,1,0
Murray Park,Anna Avenue,new york,ny,Public,2,False,False,False,False,True,False,41,-73.060659,0,0,0,0,1,0
Municipal Field,Pepper Road,detroit,mi,Public,2,False,False,False,False,False,False,42,-83.1573951,0,0,0,0,0,0
Hickory Glen Park,Place,chicago,il,Public,2,False,False,False,False,False,False,41,-87.589273,0,0,0,0,0,0
Marx Park,Poplar Creek Drive,milwaukee,wi,Public,2,False,False,False,False,False,False,43,-88.163952,0,0,0,0,0,0
Pennoyer Park,Avenue,chicago,il,Public,3,False,False,False,False,True,False,42,-87.819342,0,0,0,0,1,0
South Forsyth High School,Peachtree Parkway,atlanta,ga,Public,4,False,False,False,False,False,False,34,-84.1685128,0,0,0,0,0,0
Geneva Woods,Chamonix Drive,atlanta,ga,Homeowners Community,2,False,False,False,False,False,False,34,-84.1102767,0,0,0,0,0,0
The Lighthouse,Hopewell Road,atlanta,ga,Homeowners Community,2,False,False,False,False,False,False,34,-84.0791631,0,0,0,0,0,0
The Retreat At Arc Way,Northridge Way Northwest,atlanta,ga,Homeowners Community,2,False,False,False,False,False,False,33,-84.1330004,0,0,0,0,0,0
Vinings Place,Vinings Place Circle Southeast,atlanta,ga,Homeowners Community,2,False,False,False,False,True,False,33,-84.5203543,0,0,0,0,1,0
Royal Park Apartments and Townhomes,Royal Park Apartments,boston,ma,Homeowners Community,1,False,False,False,False,False,False,41,-71.3379943,0,0,0,0,0,0
Earl Patten Memorial Park,Madison Street,philadelphia,pa,Public,2,False,False,False,False,True,False,39,-75.8337307,0,0,0,0,1,0
Riverside Park,Nettleton Ave Exit,boston,ma,Public,4,False,False,False,False,False,False,42,-71.0445714,0,0,0,0,0,0
Portsmouth High School,Education Lane,providence,ri,Public,8,True,False,False,False,True,False,41,-71.2505543,1,0,0,0,1,0
Freedom Park,Maryland Avenue,charlotte,nc,Public,12,False,False,False,False,True,False,35,-80.8389473,0,0,0,0,1,0
Northgate Condo Recreation Center,Pascack Road,new york,ny,Homeowners Community,2,False,False,False,False,False,False,40,-74.059267,0,0,0,0,0,0
Plymouth South Middle School,Pilgrims Highway,boston,ma,Public,2,False,True,False,False,False,False,41,-70.613755,0,1,0,0,0,0
Yates Avenue Tennis Courts,Yates Avenue,new york,ny,Public,4,True,False,False,False,False,False,40,-73.7176502,1,0,0,0,0,0
Jakse Community Pool,East Street,cleveland,oh,Public,2,False,False,False,False,False,False,41,-81.449976,0,0,0,0,0,0
Sunridge Park,Rocky Ridge Drive,las vegas,nv,Public,2,False,False,False,False,True,False,35,-115.0910568,0,0,0,0,1,0
Waterstone At Chatsworth,Lurline Avenue,los angeles,ca,Homeowners Community,1,False,False,False,False,False,False,34,-118.5853636,0,0,0,0,0,0
Claywoods,Claywoods Drive,kansas city,mo,Homeowners Community,2,False,False,False,False,False,False,39,-94.4129741,0,0,0,0,0,0
Essex Place,Eby Street,kansas city,mo,Homeowners Community,2,False,False,False,False,True,False,38,-94.6891236,0,0,0,0,1,0
Rainbow Glen,Terri Drive,los angeles,ca,Homeowners Community,1,False,False,False,False,True,False,34,-118.4835792,0,0,0,0,1,0
7600 Lincoln,Apartment,phoenix,az,Homeowners Community,1,False,False,False,False,True,False,33,-111.9195592,0,0,0,0,1,0
Cambric Courts,North Alma School Road,phoenix,az,Homeowners Community,1,False,False,False,False,True,False,33,-111.8580508,0,0,0,0,1,0
Skyline College,College Road,san francisco - oakland - san jose,ca,Public,7,False,False,False,False,False,False,37,-122.4649751,0,0,0,0,0,0
Omega Necessary Small School,Street,san francisco - oakland - san jose,ca,Public,5,False,False,False,False,False,False,37,-122.3448551,0,0,0,0,0,0
Killarney Glen Park,Avenue Southeast,seattle,wa,Public,2,False,False,False,False,False,False,47,-122.2023439,0,0,0,0,0,0
Dutch Branch Park,Benbrook Boulevard,dallas - fort worth,tx,Public,4,True,True,False,False,True,False,32,-97.4791896,1,1,0,0,1,0
Melvin Miller Memorial Park,North Main Street,baltimore,md,Public,2,False,False,False,False,False,False,39,-76.8554163,0,0,0,0,0,0
Centerpointe,Center Pointe Drive,houston - galveston - brazoria,tx,Homeowners Community,2,False,False,False,False,True,False,29,-95.1032889,0,0,0,0,1,0
Greenway Downs Park,Custis Parkway,washington,dc,Public,1,False,True,False,False,False,False,38,-77.181492,0,1,0,0,0,0
Deerfield,Lane Avenue South,jacksonville,fl,Homeowners Community,1,False,False,False,False,True,False,30,-81.7478943,0,0,0,0,1,0
Liberty Square,Townhall Lane,orlando,fl,Homeowners Community,2,False,False,False,False,True,False,28,-81.3012207,0,0,0,0,1,0
Winter Street Park,George Avenue,new york,ny,Public,2,False,True,False,False,False,False,40,-74.360854,0,1,0,0,0,0
Brady Park,Devon Lane,new york,ny,Public,2,False,False,False,False,False,False,40,-73.199114,0,0,0,0,0,0
Fox River Park,Avenue,chicago,il,Public,2,False,True,False,False,False,False,42,-88.175808,0,1,0,0,0,0
Mayfair Apartments,North Lovers Lane Road,milwaukee,wi,Homeowners Community,2,False,False,False,False,False,False,43,-88.0544007,0,0,0,0,0,0
Piedmont Tennis Center,Greensward Path,atlanta,ga,Public,12,False,True,False,False,True,False,33,-84.3738735,0,1,0,0,1,0
Liberty House Apartments,Overlook Drive,new york,ny,Homeowners Community,2,False,False,False,False,False,False,40,-74.8404765,0,0,0,0,0,0
John B. Russwurm School,West Street,new york,ny,Public,3,False,True,False,False,False,False,40,-73.9385355,0,1,0,0,0,0
Klapprich Park,Park Street East,minneapolis-st. paul,mn,Public,3,False,False,False,False,False,False,44,-93.5138226,0,0,0,0,0,0
Summit Creek,Summit Creek Way,atlanta,ga,Homeowners Community,2,False,False,False,False,False,False,33,-83.9602661,0,0,0,0,0,0
Shadow Rock Lakes,Shadow Lake Drive,atlanta,ga,Homeowners Community,4,False,False,False,False,True,False,33,-84.1466045,0,0,0,0,1,0
Willamette Manor Park,Avenue North,portland,or,Public,1,False,False,False,False,False,False,44,-123.0297732,0,0,0,0,0,0
The Brookhaven Club,Stanbury Drive,charlotte,nc,Homeowners Community,3,False,False,False,False,True,False,35,-80.717454,0,0,0,0,1,0
Carmel Village,Harrowfield Road,charlotte,nc,Homeowners Community,2,False,False,False,False,False,False,35,-80.8518755,0,0,0,0,0,0
Crescent Park,Avenue,new york,ny,Public,3,False,False,False,False,False,False,40,-74.0309107,0,0,0,0,0,0
Wildwood Park,North Timber Lane,las vegas,nv,Public,1,False,False,False,False,False,False,36,-115.2185476,0,0,0,0,0,0
Glenwood Park,Fairmont Avenue,columbus,oh,Public,2,False,False,False,False,False,False,39,-83.0502141,0,0,0,0,0,0
Sunridge Ranchos,Sidehill Way,las vegas,nv,Homeowners Community,2,False,False,False,False,True,False,36,-115.0244415,0,0,0,0,1,0
Father Filipiac Park,North Street,st. louis,mo,Public,2,False,False,False,False,True,False,38,-90.1916599,0,0,0,0,1,0
Valley View High School,Eucalyptus Avenue,los angeles,ca,Public,8,False,True,False,False,False,False,33,-117.1949708,0,1,0,0,0,0
Summer Breeze,Vía Las Colinas,los angeles,ca,Homeowners Community,1,False,False,False,False,True,False,33,-117.1425068,0,0,0,0,1,0
Quail Canyon,South McClintock Drive,phoenix,az,Homeowners Community,1,False,False,False,False,True,False,33,-111.9084442,0,0,0,0,1,0
The Islands,South Presidio Drive,phoenix,az,Homeowners Community,1,False,False,False,False,True,False,33,-111.8147063,0,0,0,0,1,0
Woodland Villas,Alameda Drive,san francisco - oakland - san jose,ca,Homeowners Community,2,False,False,False,False,False,False,37,-121.87608,0,0,0,0,0,0
Woodfield Park,Violet Road,san francisco - oakland - san jose,ca,Public,2,False,False,False,False,False,False,38,-122.2519004,0,0,0,0,0,0
Youngblood Coleman Playground,Rebecca Lane,san francisco - oakland - san jose,ca,Public,2,False,False,False,False,True,False,37,-122.3835647,0,0,0,0,1,0
Magnuson Community Center,Sportsfield Drive Northeast,seattle,wa,Public,1,False,False,False,False,False,False,47,-122.2613418,0,0,0,0,0,0
Doral Farm,Doral Farm Road,new york,ny,Homeowners Community,2,False,False,False,False,False,False,41,-73.5733473,0,0,0,0,0,0
Fallbrook High School,Winter Haven Road,san diego,ca,Public,6,False,True,False,False,False,False,33,-117.2400427,0,1,0,0,0,0
Conrad Miami Residences,Southeast Street,miami-fort lauderdale,fl,Homeowners Community,2,False,False,False,False,True,False,25,-80.1908398,0,0,0,0,1,0
Dan F. Long Middle School,Appleridge Drive,dallas - fort worth,tx,Public,2,False,False,False,False,False,False,32,-96.8704033,0,0,0,0,0,0
J.W. Williams Middle School,John King Boulevard,dallas - fort worth,tx,Public,4,False,False,False,False,True,False,32,-96.454221,0,0,0,0,1,0
Edna Mae Washington Park,Washington Street,houston - galveston - brazoria,tx,Public,1,False,False,False,False,True,False,29,-95.0200975,0,0,0,0,1,0
Jackson Intermediate School,Thomas Avenue,houston - galveston - brazoria,tx,Public,2,False,False,False,False,False,False,29,-95.200173,0,0,0,0,0,0
Liberty High School,Texas Street,houston - galveston - brazoria,tx,Public,6,False,False,False,False,True,False,30,-94.7886443,0,0,0,0,1,0
Wheatstone Village - Copperstone,Rothesay Chase Road,houston - galveston - brazoria,tx,Homeowners Community,1,False,False,False,False,True,False,29,-95.6543005,0,0,0,0,1,0
Autumn Run,Autumn Flowers Drive,houston - galveston - brazoria,tx,Homeowners Community,1,False,False,False,False,True,False,29,-95.6870341,0,0,0,0,1,0
Woodcreek,Ramsey Court,raleigh-durham-chapel hill,nc,Homeowners Community,2,False,False,False,False,True,False,35,-78.744421,0,0,0,0,1,0
President Country Club,Embassy Drive,west palm beach - boca raton,fl,Homeowners Community,2,False,False,False,False,False,False,26,-80.0783372,0,0,0,0,0,0
Lakeridge Falls,Falls Road West,west palm beach - boca raton,fl,Homeowners Community,2,True,False,False,False,True,False,26,-80.1628911,1,0,0,0,1,0
The Villas at Andalucia,Marbella Boulevard,tampa-st. petersburg-clearwater,fl,Homeowners Community,2,True,False,False,False,True,False,27,-82.4326515,1,0,0,0,1,0
Paradise Island,Paradise Island,jacksonville,fl,Homeowners Community,2,False,False,False,False,True,False,30,-81.5466321,0,0,0,0,1,0
Northlake Village,Northlake Drive,orlando,fl,Homeowners Community,1,False,False,False,False,True,False,28,-81.2914842,0,0,0,0,1,0
Bluffview Heights of Camino Real,Bluff Lane,san antonio,tx,Homeowners Community,2,False,False,False,False,True,False,29,-98.4973776,0,0,0,0,1,0
Cherry Hill High School East,White Pond Court,philadelphia,pa,Public,5,False,False,False,False,True,False,39,-74.963139,0,0,0,0,1,0
"Lance Corporal Harry J. Simmons, Jr. Memorial Park",Brownsville Road,philadelphia,pa,Public,3,False,False,False,False,True,False,40,-74.935845,0,0,0,0,1,0
Wilde Memorial Park,Glen Avenue,new york,ny,Public,5,False,False,False,False,True,False,40,-74.127963,0,0,0,0,1,0
Canter Chase,Furlong Drive,louisville,ky,Homeowners Community,2,False,False,False,False,True,False,38,-85.5901158,0,0,0,0,1,0
Eugene Field Park,North Hamlin Avenue,chicago,il,Public,5,False,False,False,False,False,False,41,-87.723992,0,0,0,0,0,0
Wulf Park,John Avenue,chicago,il,Public,1,False,False,False,False,False,False,41,-87.726752,0,0,0,0,0,0
Walker Park,Bard Avenue,new york,ny,Public,6,False,False,False,False,False,False,40,-74.108748,0,0,0,0,0,0
Bronx Community College,Doctor Martin Luther King Junior Boulevard,new york,ny,Public,2,False,True,False,False,True,False,40,-73.911756,0,1,0,0,1,0
Carillon Lakes Homeowners Association,Carillon Lakes Drive,chicago,il,Homeowners Community,1,False,False,False,False,False,False,41,-88.136605,0,0,0,0,0,0
Water s Edge Apartments,West Girard Avenue,denver,co,Homeowners Community,1,False,False,False,False,True,False,39,-105.0654423,0,0,0,0,1,0
Rosewood,Rosewood Lane Southeast,atlanta,ga,Homeowners Community,1,False,False,False,False,False,False,34,-84.8178327,0,0,0,0,0,0
Princeton Mill,Cotton Mill Court,atlanta,ga,Homeowners Community,2,False,False,False,False,False,False,33,-84.4706905,0,0,0,0,0,0
Chippewa Valley High School,Mile Road,detroit,mi,Public,8,False,False,False,False,False,False,42,-82.9393637,0,0,0,0,0,0
Harmody Park,Mayview Avenue,cleveland,oh,Public,2,False,True,False,False,True,False,41,-81.6929734,0,1,0,0,1,0
Fairview Village,Speidel Avenue,cleveland,oh,Homeowners Community,1,False,False,False,False,False,False,41,-81.8413639,0,0,0,0,0,0
Dallas High School,Southeast Ash Street,portland,or,Public,4,False,False,False,False,True,False,44,-123.300097,0,0,0,0,1,0
Countryside Estates,Kenwood Drive,boston,ma,Homeowners Community,1,False,False,False,False,False,False,42,-71.9433689,0,0,0,0,0,0
Berkley Park,Berkeley Avenue,albany,ny,Public,2,False,True,False,False,False,False,42,-73.7196028,0,1,0,0,0,0
Garfield Park,Burton Street Southeast,grand rapids,mi,Public,3,False,True,False,False,True,False,42,-85.6605828,0,1,0,0,1,0
Seaview Estates,East Street,new york,ny,Homeowners Community,1,False,False,False,False,False,False,40,-73.8815653,0,0,0,0,0,0
Hawthorne High School,West Street,los angeles,ca,Public,3,False,True,False,False,False,False,33,-118.3635449,0,1,0,0,0,0
New Mark Brooking,Northeast Terrace,kansas city,mo,Homeowners Community,2,False,False,False,False,False,False,39,-94.5696151,0,0,0,0,0,0
Brookside Park Apartments,Milburn Avenue,los angeles,ca,Homeowners Community,1,False,False,False,False,False,False,34,-117.2028673,0,0,0,0,0,0
Woods Of Northland,Dresden Street,columbus,oh,Homeowners Community,2,False,False,False,False,False,False,40,-82.9672909,0,0,0,0,0,0
Vermont Canyon Tennis Court,Commonwealth Canyon Drive,los angeles,ca,Public,12,False,True,False,False,False,False,34,-118.2936037,0,1,0,0,0,0
Fairwood Villa,Southeast Street,seattle,wa,Homeowners Community,1,False,False,False,False,False,False,47,-122.1458566,0,0,0,0,0,0
Capistrano Park,Sunset Drive,san diego,ca,Public,2,False,False,False,False,True,False,33,-117.3830473,0,0,0,0,1,0
La Mirage,Ambrosia Drive,san diego,ca,Homeowners Community,2,False,False,False,False,True,False,32,-117.1100414,0,0,0,0,1,0
La Costa Hills,Caminito Sierra,san diego,ca,Homeowners Community,1,False,False,False,False,True,False,33,-117.2309232,0,0,0,0,1,0
Renaissance Apartments,East Bullard Avenue,fresno,ca,Homeowners Community,1,False,False,False,False,True,False,36,-119.7845149,0,0,0,0,1,0
Canyon Ridge,West Yellow Jacket Lane,dallas - fort worth,tx,Homeowners Community,1,False,False,False,False,False,False,32,-96.454972,0,0,0,0,0,0
Westbelt Town & Country Townhomes,Longmont Drive,houston - galveston - brazoria,tx,Homeowners Community,5,False,True,False,False,True,False,29,-95.5567646,0,1,0,0,1,0
Westhollow Villa,Hollowgreen Drive,houston - galveston - brazoria,tx,Homeowners Community,1,False,False,False,False,False,False,29,-95.6320488,0,0,0,0,0,0
Oaks Middle School,West Phillips Street,los angeles,ca,Public,4,False,True,False,False,False,False,34,-117.6742816,0,1,0,0,0,0
Pacific City Park,Birk Circle,st. louis,mo,Public,4,False,True,False,False,True,False,38,-90.7494199,0,1,0,0,1,0
Ashford Hollow,Ashford Hollow Lane,houston - galveston - brazoria,tx,Homeowners Community,1,False,True,False,False,True,False,29,-95.6039044,0,1,0,0,1,0
The Palms at Brandon,Champagne Lane,tampa-st. petersburg-clearwater,fl,Homeowners Community,2,False,False,False,False,False,False,27,-82.2978222,0,0,0,0,0,0
Seven Springs Middle School,Little Road,tampa-st. petersburg-clearwater,fl,Public,4,False,False,False,False,False,False,28,-82.67272,0,0,0,0,0,0
Sutton Place,University Boulevard,orlando,fl,Homeowners Community,2,False,False,False,False,True,False,28,-81.2910578,0,0,0,0,1,0
Springlake Village,Springlake Village Boulevard,orlando,fl,Homeowners Community,2,False,False,False,False,True,False,28,-81.2886411,0,0,0,0,1,0
Jeffrey Perkins Park,Walnut Street,pittsburgh,pa,Public,2,False,False,False,False,False,False,40,-80.187393,0,0,0,0,0,0
Chautauqua Park,Street,denver,co,Public,1,False,False,False,False,False,False,39,-105.27949,0,0,0,0,0,0
Verleye Avenue Park,Colonial Street,new york,ny,Public,2,False,False,False,False,False,False,40,-73.322281,0,0,0,0,0,0
Duncan Park,Park Road,atlanta,ga,Public,2,False,False,False,False,True,False,33,-84.598825,0,0,0,0,1,0
Barrington Canyon,Roswell Road,atlanta,ga,Homeowners Community,2,False,False,False,False,True,False,33,-84.3519652,0,0,0,0,1,0
Terraces At Towne Lake,Towne Lake Hills South Drive,atlanta,ga,Homeowners Community,2,False,False,False,False,True,False,34,-84.5491827,0,0,0,0,1,0
Sugar Mill,Rose Creek Circle,atlanta,ga,Homeowners Community,10,False,False,False,False,True,False,34,-84.1657877,0,0,0,0,1,0
Oak Hill Apartments,Dobry Drive,detroit,mi,Homeowners Community,2,False,False,False,False,True,False,42,-83.0615544,0,0,0,0,1,0
Memorial Middle School,Underwood Road Southeast,atlanta,ga,Public,2,False,False,False,False,False,False,33,-83.9895344,0,0,0,0,0,0
Lakemont,Lakepoint Lane,atlanta,ga,Homeowners Community,4,False,False,False,False,True,False,33,-84.4742203,0,0,0,0,1,0
Seavy Street Park,Seavy Street,atlanta,ga,Public,2,False,False,False,False,True,False,33,-84.5480132,0,0,0,0,1,0
Richmond Heights Community Park,Park Avenue,cleveland,oh,Public,4,False,False,False,False,False,False,41,-81.491636,0,0,0,0,0,0
