,first_name,last_name,hand,birth_date,country_code,age
491,John,Austin,R,1957-07-31,USA,67.0
492,Eric,Sherbeck,R,1957-08-07,USA,67.0
493,John,Picken,R,1957-08-09,CAN,67.0
494,Wayne,Hampson,R,1957-08-23,AUS,67.0
495,Charles Buzz,Strode,R,1957-09-05,USA,67.0
496,Markus,Gunthardt,R,1957-09-10,SUI,67.0
497,Klaus,Eberhard,R,1957-09-15,GER,67.0
498,Chris,Mayotte,R,1957-09-16,USA,67.0
499,Rohun,Beven,R,1957-09-21,GBR,67.0
500,Gregoire,Rafaitin,R,1957-09-26,FRA,67.0
501,Vincent,Van Patten,R,1957-10-17,USA,67.0
502,Lorenzo,Fargas,R,1957-10-19,ESP,67.0
503,Jerome,Vanier,L,1957-11-02,FRA,67.0
504,Famiano,Meneschincheri,R,1957-11-13,ITA,67.0
505,Howard,Schoenfield,R,1957-11-15,USA,67.0
506,Curt,Stalder,R,1957-11-20,USA,67.0
507,Peter,Spang,R,1957-11-20,GER,67.0
508,Joakim,Berner,R,1957-11-21,FIN,67.0
509,Franco,Merlone,R,1957-12-16,ITA,67.0
510,Kevin,Manning,R,1957-12-18,USA,67.0
511,Robert,Reininger,R,1958-01-01,AUT,66.0
512,Hugo,Roverano,R,1958-01-03,URU,66.0
513,Manfred,Jungnitsch,R,1958-01-03,GER,66.0
514,Shlomo,Glickstein,R,1958-01-06,ISR,66.0
515,Andrew,Jarrett,R,1958-01-09,GBR,66.0
516,Matt,Doyle,R,1958-01-13,USA,66.0
517,Ricardo,Acuna,R,1958-01-13,CHI,66.0
518,Scott,Mccain,R,1958-01-15,USA,66.0
519,Juan,Farrow,R,1958-01-18,USA,66.0
520,Doug,Adler,L,1958-01-20,USA,66.0
521,Chris,Dunk,R,1958-01-23,USA,66.0
522,Erick,Iskersky,R,1958-01-25,USA,66.0
523,Shozo,Shiraishi,R,1958-01-27,JPN,66.0
524,Gilles,Moretton,R,1958-02-10,FRA,66.0
525,Ricardo,Ycaza,R,1958-02-16,ECU,66.0
526,Chris,Bradnam,R,1958-02-26,GBR,66.0
527,Randy,Druz,R,1958-02-26,USA,66.0
528,Kevin,Curren,R,1958-03-02,USA,66.0
529,Andreas,Maurer,R,1958-03-08,GER,66.0
530,Arnaud,Decugis,R,1958-03-25,FRA,66.0
531,Johan,Kriek,R,1958-04-05,USA,66.0
532,Paul,Avis,R,1958-04-14,RSA,66.0
533,Steve,Meister,R,1958-04-21,USA,66.0
534,Tony,Giammalva,R,1958-04-21,USA,66.0
535,Fernando,Luna,R,1958-04-24,ESP,66.0
536,Mike,Brunnberg,R,1958-05-04,USA,66.0
537,Alejandro,Gattiker,R,1958-05-05,ARG,66.0
538,Rick,Meyers,R,1958-05-14,USA,66.0
539,Drew,Gitlin,R,1958-05-26,USA,66.0
540,Jan,Kallquist,R,1958-05-31,SWE,66.0
541,Geoff,Macdonald,R,1958-06-05,USA,66.0
542,Peter,Elter,R,1958-06-10,GER,66.0
543,Tony,Mmoh,R,1958-06-14,NGR,66.0
544,Deon,Joubert,L,1958-06-19,RSA,66.0
545,Eric,Fromm,R,1958-06-27,USA,66.0
546,Rocky,Royer,R,1958-06-27,USA,66.0
547,Ivan,Kley,R,1958-06-29,BRA,66.0
548,Jeff,Lee,R,1958-07-02,USA,66.0
549,Brad,Guan,R,1958-07-10,AUS,66.0
550,Brad,Drewett,L,1958-07-19,AUS,66.0
551,Norbert,Henn,R,1958-08-02,GER,66.0
552,Nduka,Odizor,R,1958-08-09,NGR,66.0
553,Matthew,Mcdonald,R,1958-08-11,USA,66.0
554,Jose Luis,Clerc,R,1958-08-16,ARG,66.0
555,Brian,Levine,R,1958-08-20,RSA,66.0
556,Jai,Dilouie,R,1958-09-11,USA,66.0
557,Rodney,Crowley,R,1958-09-22,USA,66.0
558,Mike,Gandolfo,R,1958-10-03,USA,66.0
559,Jacques,Manset,R,1958-10-11,USA,66.0
560,Peter,Smylie,R,1958-10-11,AUS,66.0
561,Tom,Cain,R,1958-10-11,USA,66.0
562,Joel,Hoffman,R,1958-10-14,USA,66.0
563,Cary,Stansbury,R,1958-10-17,USA,66.0
564,Lloyd,Bourne,R,1958-10-18,USA,66.0
565,Hitoshi,Shirato,R,1958-10-19,JPN,66.0
566,Chip,Hooper,R,1958-10-24,USA,66.0
567,John,Mattke,R,1958-10-29,USA,66.0
568,Toru,Yonezawa,R,1958-10-31,JPN,66.0
569,Marty,Davis,R,1958-11-15,USA,66.0
570,Mark,Freedman,R,1958-11-19,USA,66.0
571,Ney,Keller,R,1958-12-02,BRA,66.0
572,Ron,Hightower,R,1958-12-12,USA,66.0
573,Peter,Rennert,L,1958-12-26,USA,66.0
574,Andy,Andrews,R,1959-01-01,USA,65.0
575,John,Huebner,R,1959-01-12,USA,65.0
576,Rory,Chappell,R,1959-01-13,RSA,65.0
577,Brent,Pirow,R,1959-02-06,RSA,65.0
578,Heinz,Gunthardt,R,1959-02-08,SUI,65.0
579,Rick,Cowden,R,1959-02-09,USA,65.0
580,John,Mcenroe,L,1959-02-16,USA,65.0
581,Tom,Caine,R,1959-02-28,USA,65.0
582,Jeff,Robbins,R,1959-03-01,USA,65.0
583,Peter,Lamb,R,1959-03-12,RSA,65.0
584,Van,Winitsky,L,1959-03-12,USA,65.0
585,Eliot,Teltscher,R,1959-03-15,USA,65.0
586,Steve,Guy,R,1959-03-15,NZL,65.0
587,Pender,Murphy,R,1959-03-19,USA,65.0
588,Harald,Theissen,R,1959-03-23,GER,65.0
589,Reid,Freeman,R,1959-04-04,USA,65.0
590,Matt,Horwitch,R,1959-04-10,USA,65.0
591,Robert,Vant Hof,R,1959-04-10,USA,65.0
592,Miloslav,Lacek,L,1959-04-16,CZE,65.0
593,Kevin,Kerns,R,1959-04-24,USA,65.0
594,Ronnie,Bathman,R,1959-04-24,SWE,65.0
595,Bill,Cowan,R,1959-04-28,CAN,65.0
596,Jay,Lapidus,L,1959-05-01,USA,65.0
597,Wolfgang,Popp,R,1959-05-19,GER,65.0
598,Bernard,Boileau,R,1959-05-25,BEL,65.0
599,Pascal,Portes,R,1959-05-28,FRA,65.0
600,Ricardo,Sanchez Rueda,R,1959-06-06,ESP,65.0
601,Vallis,Wilder,R,1959-06-08,USA,65.0
602,Roland,Stadler,U,1959-06-14,SUI,65.0
603,Egan,Adams,R,1959-06-15,USA,65.0
604,Charlie,Fancutt,R,1959-06-17,AUS,65.0
605,Mike,Bauer,R,1959-06-29,USA,65.0
606,Eduardo,Bengoechea,R,1959-07-02,ARG,65.0
607,John,Benson,R,1959-07-02,USA,65.0
608,Zoltan,Kuharszky,R,1959-07-08,HUN,65.0
609,Eduard,Pana,R,1959-07-17,ROU,65.0
610,Mel,Purcell,R,1959-07-18,USA,65.0
611,Alvaro,Margets,R,1959-07-26,ESP,65.0
612,Clarke,Diehl,R,1959-07-28,USA,65.0
613,Massimo,Grassotti,R,1959-08-08,ITA,65.0
614,Gianluca,Rinaldini,R,1959-08-10,ITA,65.0
615,Andy,Kohlberg,L,1959-08-17,USA,65.0
616,Bud,Schultz,R,1959-08-21,USA,65.0
617,Leif,Shiras,R,1959-08-21,USA,65.0
618,George,Kalovelonis,R,1959-08-23,GRE,65.0
619,Eduardo,Osta,L,1959-09-04,ESP,65.0
620,Larry,Barnett,R,1959-09-04,USA,65.0
621,Patrizio,Parrini,R,1959-09-05,ITA,65.0
622,Roger,Knapp,L,1959-09-07,USA,65.0
623,Derek,Tarr,L,1959-09-15,USA,65.0
624,Scott,Lipton,L,1959-09-15,USA,65.0
625,Andy,Garcia,R,1959-09-29,USA,65.0
626,George,Jarck,R,1959-10-10,USA,65.0
627,Michiel,Schapers,R,1959-10-11,NED,65.0
628,Tiger,Buford,R,1959-10-21,USA,65.0
629,Gustavo,Guerrero,L,1959-10-22,ARG,65.0
630,Tim,Wilkison,L,1959-11-23,USA,65.0
631,Rolando,Vazquez,R,1959-11-27,USA,65.0
632,Scott,Bondurant,R,1959-12-05,USA,65.0
633,Larry,Gottfried,R,1959-12-08,USA,65.0
634,Mark,Dickson,R,1959-12-08,USA,65.0
635,Gustavo,Tiberti,R,1959-12-11,ARG,65.0
636,Stefan,Hermann,R,1959-12-13,GER,65.0
637,David,Mustard,L,1959-12-29,NZL,65.0
638,Blaine,Willenborg,R,1960-01-04,USA,64.0
639,Stefan,Simonsson,R,1960-01-05,SWE,64.0
640,Jan,Van Langendonck,R,1960-01-10,BEL,64.0
641,Juan Carlos,Yunis,R,1960-01-17,ARG,64.0
642,Remi,Osho,R,1960-01-19,NGR,64.0
643,Alexander,Zverev,R,1997-04-20,GER,27.0
644,Huub,Van Boeckel,R,1960-01-25,NED,64.0
645,Claudio,Panatta,R,1960-02-02,ITA,64.0
646,Kiyotaka,Tachibana,R,1960-02-02,JPN,64.0
647,Sadiq,Abdullahi,R,1960-02-02,NGR,64.0
648,David,Dowlen,R,1960-02-03,USA,64.0
649,Dirk,Vestweber,R,1960-02-13,GER,64.0
650,Alejandro,Ganzabal,R,1960-02-16,ARG,64.0
651,Cassio,Motta,R,1960-02-22,BRA,64.0
652,Andres,Gomez,L,1960-02-27,ECU,64.0
653,Ray,Disco,R,1960-03-04,USA,64.0
654,Fritz,Buehning,R,1960-03-05,USA,64.0
655,Ivan,Lendl,R,1960-03-07,USA,64.0
656,Mike,Leach,L,1960-03-09,USA,64.0
657,Andy,Gordon,R,1960-03-16,USA,64.0
658,Helmar,Stiegler,R,1960-03-18,AUT,64.0
659,Bob,Green,R,1960-03-25,USA,64.0
660,Damir,Keretic,R,1960-03-26,GER,64.0
661,Javier,Contreras,R,1960-03-27,MEX,64.0
662,Marcel,Freeman,R,1960-03-30,USA,64.0
663,Stephan,Medem,L,1960-04-02,SUI,64.0
664,Andy,Avrams,R,1960-04-03,USA,64.0
665,Ross,Dubbins,R,1960-04-04,USA,64.0
666,Per,Hjertquist,R,1960-04-06,SWE,64.0
667,Jeff,Arons,R,1960-04-07,USA,64.0
668,Charles Bud,Cox,R,1960-04-11,USA,64.0
669,Thomas,Renz,R,1960-04-15,GER,64.0
670,Guillermo,Stevens,R,1960-04-22,MEX,64.0
671,Derek,Segal,R,1960-05-07,RSA,64.0
672,Robbie,Venter,L,1960-05-07,RSA,64.0
673,Jeff,Turpin,R,1960-05-13,USA,64.0
674,John,Mccurdy,R,1960-05-13,AUS,64.0
675,Yannick,Noah,R,1960-05-18,FRA,64.0
676,Bob,Blazekovic,R,1960-05-26,USA,64.0
677,Bill,Gilmour,R,1960-05-29,AUS,64.0
678,Jeremy,Dier,R,1960-05-30,GBR,64.0
679,Peter,Johnston,L,1960-06-01,AUS,64.0
680,Morris Skip,Strode,R,1960-06-05,USA,64.0
681,Ernie,Fernandez,R,1960-06-08,PUR,64.0
682,Robert,Crames,R,1960-06-21,USA,64.0
683,Andreas,Muschik,R,1960-07-10,GER,64.0
684,Martin,Guntrip,R,1960-07-18,GBR,64.0
685,Karl,Richter,L,1960-07-21,USA,64.0
686,Delayne,Howell,R,1960-07-27,USA,64.0
687,Mike,Benson,R,1960-08-01,USA,64.0
688,Tim,Mayotte,R,1960-08-03,USA,64.0
689,Marco,Armellini,R,1960-08-17,ITA,64.0
690,Ivo,Werner,R,1960-08-19,GER,64.0
691,Greg,Amaya,R,1960-08-23,USA,64.0
692,James,Rubin,R,1960-08-29,USA,64.0
693,Eric,Riley,R,1960-08-31,USA,64.0
694,Tim,Downey,R,1960-08-31,USA,64.0
695,Mark,Buckley,R,1960-09-01,USA,64.0
696,Choon Ho,Kim,R,1960-09-02,KOR,64.0
697,Young Dae,Jeon,R,1960-10-04,KOR,64.0
698,Chris,Johnstone,R,1960-10-12,AUS,64.0
699,Heinz,Gildemeister,R,1960-10-18,CHI,64.0
700,Marko,Ostoja,R,1960-10-20,CRO,64.0
701,Sean,Brawley,R,1960-10-24,USA,64.0
702,Randy,Nixon,R,1960-11-05,USA,64.0
703,Billy,Nealon,L,1960-11-11,USA,64.0
704,Erik,Vant Hof,R,1960-11-12,USA,64.0
705,Mike,Howard,R,1960-11-14,USA,64.0
706,Mark,Witsken,R,1960-11-30,USA,64.0
707,Kevin,Mcclintic,R,1960-12-01,USA,64.0
708,Greg,Neuhart,R,1960-12-02,USA,64.0
709,Phil,Lehnhoff,R,1960-12-08,USA,64.0
710,Pedro,Rebolledo,R,1960-12-17,CHI,64.0
711,Tres,Cushing,R,1960-12-25,USA,64.0
712,John,Fitzgerald,R,1960-12-28,AUS,64.0
713,Broderick,Dyke,L,1960-12-31,AUS,64.0
714,Jim,Gurfein,L,1961-01-04,USA,63.0
715,Norm,Schellenger,R,1961-01-12,USA,63.0
716,Tim,Robson,R,1961-01-14,GBR,63.0
717,Paul,Crozier,R,1961-01-21,USA,63.0
718,Juan,Avendano,R,1961-01-29,ESP,63.0
719,Ted,Erck,R,1961-02-14,USA,63.0
720,Wolfgang,Baerenthaler,R,1961-02-15,AUT,63.0
721,Michael,Fancutt,R,1961-02-20,AUS,63.0
722,Jacques,Hervet,R,1961-02-25,FRA,63.0
723,Gary,Niebur,L,1961-03-09,USA,63.0
724,Michael,Mortensen,R,1961-03-12,DEN,63.0
725,Greg,Whitecross,R,1961-03-15,AUS,63.0
726,Raul Antonio,Viver,L,1961-03-17,ECU,63.0
727,Todd,Nelson,R,1961-03-18,USA,63.0
728,Fernando,Soler,R,1961-03-27,ESP,63.0
729,Florin,Segarceanu,R,1961-03-29,ROU,63.0
730,Hector,Ortiz,R,1961-04-02,MEX,63.0
731,Ricardo,Rivera,R,1961-04-08,ARG,63.0
732,Woo Ryong,Lee,R,1961-04-08,KOR,63.0
733,Andy,Krantz,R,1961-04-11,USA,63.0
734,Stevenson,Clarke,R,1961-04-13,USA,63.0
735,Hugo,Nunez,R,1961-04-14,ECU,63.0
736,Gary,Lemon,R,1961-04-16,USA,63.0
737,Schalk,Van Der Merwe,R,1961-04-16,RSA,63.0
738,Miguel,Margets,R,1961-04-20,ESP,63.0
739,Dan,Cassidy,R,1961-04-29,USA,63.0
740,Darrell,Smith,R,1961-04-30,USA,63.0
741,Christo,Steyn,R,1961-05-01,RSA,63.0
742,Mike,Conroy,R,1961-05-02,USA,63.0
743,Peter,Doohan,R,1961-05-02,AUS,63.0
744,Stefan,Reich,R,1961-05-04,GER,63.0
745,Brett,Buffington,R,1961-05-05,USA,63.0
746,Glenn,Layendecker,L,1961-05-09,USA,63.0
747,Frank,Schafer,R,1961-05-12,GER,63.0
748,Dave,Siegler,R,1961-05-31,USA,63.0
749,Tracy,Fenelon,R,1961-06-01,USA,63.0
750,Roberto,Saad,R,1961-06-03,ARG,63.0
751,Ramesh,Krishnan,R,1961-06-05,IND,63.0
752,Juan Carlos,Ayala,R,1961-06-18,CHI,63.0
753,Rafael,Avalos Brenes,R,1961-06-21,CRC,63.0
754,Mark,Blincow,R,1961-07-01,GBR,63.0
755,David,Sammel,R,1961-07-05,RSA,63.0
756,Anders,Jarryd,R,1961-07-13,SWE,63.0
757,John,Van Nostrand,R,1961-07-17,USA,63.0
758,Danie,Visser,L,1961-07-26,RSA,63.0
759,Mark,Pinchoff,R,1961-07-29,USA,63.0
760,Danny,Saltz,R,1961-07-30,USA,63.0
761,Freddie,Sauer,R,1961-08-02,RSA,63.0
762,Brad,Gilbert,R,1961-08-09,USA,63.0
763,Gabriel,Urpi,R,1961-08-16,ESP,63.0
764,Rodney,Harmon,R,1961-08-16,USA,63.0
765,Craig,Kardon,R,1961-08-25,USA,63.0
766,Rudiger,Vogel,R,1961-08-31,GER,63.0
767,Nick,Brown,R,1961-09-03,GBR,63.0
768,Mario,Martinez,R,1961-09-12,BOL,63.0
769,Peter,Moraing,R,1961-09-13,GER,63.0
770,Kelvin,Belcher,R,1961-09-20,USA,63.0
771,Kelly,Evernden,R,1961-09-21,NZL,63.0
772,Brian,Joelson,R,1961-09-30,USA,63.0
773,Thomas,Stalhandske,R,1961-10-02,ARG,63.0
774,Tian C,Viljoen,R,1961-10-04,RSA,63.0
775,Tomm,Warneke,R,1961-10-09,USA,63.0
776,Doug,Stone,R,1961-10-10,USA,63.0
777,Joe,Leytze,R,1961-10-14,USA,63.0
778,Kevin,Moir,R,1961-10-14,RSA,63.0
779,Mike,De Palmer,L,1961-10-17,USA,63.0
780,Bernhard,Pils,R,1961-10-20,AUT,63.0
781,Pablo,Arraya,R,1961-10-21,PER,63.0
782,Mark,Mees,R,1961-10-26,USA,63.0
783,Darcy,Carroll,R,1961-11-02,USA,63.0
784,Jesus,Colas,R,1961-11-11,ESP,63.0
785,Marcus,Schur,R,1961-11-14,GER,63.0
786,Dale,Houston,R,1961-11-15,AUS,63.0
787,Joseph,Russell,R,1961-11-22,USA,63.0
788,Ivan,Dupasquier,R,1961-11-23,SUI,63.0
789,Bruce,Derlin,L,1961-11-28,NZL,63.0
790,Bruce,Brescia,R,1961-12-01,USA,63.0
791,Adrian,Marcu,R,1961-12-03,ROU,63.0
792,Stephane,Bonneau,R,1961-12-08,CAN,63.0
793,Srinivasan,Vasudevan,R,1962-01-04,IND,62.0
794,Alvaro,Jordan,R,1962-01-08,COL,62.0
795,Ahmed,El Mehelmy,R,1962-01-25,EGY,62.0
796,Ben,Testerman,L,1962-02-02,USA,62.0
797,Howard,Sands,R,1962-02-05,USA,62.0
798,Carlos,Castellan,R,1962-02-08,ARG,62.0
799,Diego,Perez,R,1962-02-09,URU,62.0
800,Richard,Akel,L,1962-02-12,USA,62.0
801,Charles,Honey,R,1962-02-13,RSA,62.0
802,Stefan,Svensson,R,1962-02-17,SWE,62.0
803,Henri,De Wet,R,1962-03-01,RSA,62.0
804,Mark,Groetsch,R,1962-03-06,USA,62.0
805,Paul,Lobban,R,1962-03-10,RSA,62.0
806,Marcelo,Hennemann,R,1962-03-11,BRA,62.0
807,Peter,Pfannkoch,R,1962-03-17,GER,62.0
808,Juan,Aguilera,R,1962-03-22,ESP,62.0
809,Paul,Chamberlin,R,1962-03-26,USA,62.0
810,Michael,Brandt,R,1962-04-05,GER,62.0
811,Gerald,Mild,R,1962-04-08,AUT,62.0
812,Uwe,Schumann,R,1962-04-08,GER,62.0
813,Joan,Roura Agusti,R,1962-04-15,ESP,62.0
814,David,Pate,R,1962-04-16,USA,62.0
815,Joshua,Sarner,R,1962-04-22,USA,62.0
816,Mark,Basham,L,1962-04-24,USA,62.0
817,Vaughn,Bryan,R,1962-04-24,USA,62.0
818,Daniel,Montes De Oca,R,1962-04-26,URU,62.0
819,Thierry,Pham,R,1962-04-28,FRA,62.0
820,Hans,Simonsson,R,1962-05-01,SWE,62.0
821,John,Losito,R,1962-05-02,USA,62.0
822,Steven,Matthews,R,1962-05-02,GBR,62.0
823,Peter,Bastiansen,R,1962-05-03,DEN,62.0
824,Hugo,Chapacu,R,1962-05-05,PAR,62.0
825,Juan Antonio,Rodriguez,R,1962-05-05,ESP,62.0
826,Jean Luc,Cotard,R,1962-05-07,FRA,62.0
827,John,Davis,R,1962-05-18,USA,62.0
828,Jan,Gunnarsson,R,1962-05-30,SWE,62.0
829,Gary,Donnelly,R,1962-06-03,USA,62.0
830,Rick,Rudeen,R,1962-06-05,USA,62.0
831,Constantinos,Efremoglou,R,1962-06-06,GRE,62.0
832,Marc,Flur,R,1962-06-08,USA,62.0
833,Karsten,Schulz,R,1962-06-09,GER,62.0
834,Hans Dieter,Beutel,R,1962-06-12,GER,62.0
835,Glenn,Michibata,R,1962-06-13,CAN,62.0
836,Jeremy,Bates,R,1962-06-19,GBR,62.0
837,Steve,Wood,R,1962-06-25,AUS,62.0
838,Laird,Dunlop,R,1962-06-28,CAN,62.0
839,Mark,Wooldridge,R,1962-07-07,USA,62.0
840,Jin Sun,Yoo,R,1962-07-12,KOR,62.0
841,Randolf,Scheller,R,1962-07-14,GER,62.0
842,Fred,Viancos,R,1962-07-16,USA,62.0
843,Jerome,Potier,L,1962-07-18,FRA,62.0
844,Scott,Zaccaria,R,1962-07-26,USA,62.0
845,Ted,Farnsworth,R,1962-07-30,USA,62.0
846,Jon,Kamisar,R,1962-08-01,USA,62.0
847,Alberto,Tous,R,1962-08-03,ESP,62.0
848,David,Graham,R,1962-08-04,AUS,62.0
849,Wayne,Hearn,R,1962-08-05,USA,62.0
850,Simon,Bartram,R,1962-08-07,CAN,62.0
851,Howard,Herr,R,1962-08-16,RSA,62.0
852,Dong Wook,Song,L,1962-08-20,KOR,62.0
853,Leighton,Alfred,L,1962-08-27,GBR,62.0
854,Scott,Davis,R,1962-08-27,USA,62.0
855,Ron,Erskine,R,1962-09-03,USA,62.0
856,Sergio,Casal,R,1962-09-08,ESP,62.0
857,Hans,Fredborg,R,1962-09-12,SWE,62.0
858,Robert,Casey C100,R,1962-09-16,AUS,62.0
859,William,Notar,R,1962-09-29,USA,62.0
860,Rob,Loud,R,1962-10-05,USA,62.0
861,Gus,Andersen,R,1962-10-10,USA,62.0
862,Gustavo,Luza,R,1962-10-11,ARG,62.0
863,Martin,Wostenholme,R,1962-10-11,CAN,62.0
864,Marcelo,Ingaramo,L,1962-10-13,ARG,62.0
865,Shahar,Perkiss,R,1962-10-14,ISR,62.0
866,Mike,Smith,R,1962-10-16,USA,62.0
867,Craig A,Miller,R,1962-10-18,AUS,62.0
868,Jon,Sorbo,R,1962-10-19,USA,62.0
869,Christo,Van Rensburg,R,1962-10-23,RSA,62.0
870,Laurie,Warder,R,1962-10-23,AUS,62.0
871,Rill,Baxter,R,1962-10-26,USA,62.0
872,Oliver,Freund,R,1962-11-07,GER,62.0
873,Peter Franz,Schweyer,R,1962-11-19,GER,62.0
874,Polo,Cowan,R,1962-11-20,USA,62.0
875,Bong Soo,Kim,R,1962-11-30,KOR,62.0
876,Brett,Dickinson,R,1962-12-04,USA,62.0
877,Christoph,Zipf,R,1962-12-05,GER,62.0
878,Klaus,Weitzenburger,R,1962-12-12,GER,62.0
879,Russell,Barlow,L,1962-12-18,AUS,62.0
880,Mike,Pazourek,R,1962-12-20,USA,62.0
881,David,Livingston,R,1962-12-29,USA,62.0
882,Christophe,Bernelle,R,1962-12-31,FRA,62.0
883,Steve,Shaw,R,1963-01-01,GBR,61.0
884,Chris,Schoop,R,1963-01-02,USA,61.0
885,Gregg,Hill,R,1963-01-04,USA,61.0
886,Eric,Korita,R,1963-01-13,USA,61.0
887,Jarek,Srnensky,R,1963-01-16,SUI,61.0
888,Joe,De Foor,R,1963-02-02,USA,61.0
889,Rashid,Malik,R,1963-02-02,PAK,61.0
890,Rob,Mitchell,R,1963-02-16,USA,61.0
891,Alexandre,Hocevar,R,1963-02-19,BRA,61.0
892,Joakim,Nystrom,R,1963-02-20,SWE,61.0
893,Francesco,Cancellotti,R,1963-02-27,ITA,61.0
894,Peter,Kolaric,R,1963-03-01,USA,61.0
895,Miguel,Nido,R,1963-03-08,PUR,61.0
896,Craig D,Miller,R,1963-03-10,USA,61.0
897,Robinson,Ureta,R,1963-03-10,CHI,61.0
898,Jorgen,Windahl,R,1963-03-12,SWE,61.0
899,Josef,Cihak,R,1963-03-19,CZE,61.0
900,Paul,Annacone,R,1963-03-20,USA,61.0
901,Christian,Jessel,R,1963-03-22,GER,61.0
902,Mike,Lee,R,1963-03-22,USA,61.0
903,George,Bezecny,R,1963-03-24,USA,61.0
904,Sammy,Giammalva Jr,R,1963-03-24,USA,61.0
905,Antony,Emerson,R,1963-03-29,AUS,61.0
906,Luca,Bottazzi,R,1963-04-01,ITA,61.0
907,Tobias,Svantesson,R,1963-04-01,SWE,61.0
908,Stefan,Heckmanns,R,1963-04-06,GER,61.0
909,Magnus,Tideman,R,1963-04-09,SWE,61.0
910,Dominik Guido,Utzinger,R,1963-04-12,SUI,61.0
911,John,Slater,R,1963-04-12,GBR,61.0
912,Peter,Carlsson,L,1963-04-13,SWE,61.0
913,Jean Marc,Piacentile,R,1963-04-18,FRA,61.0
914,Nick,Mantzouris,R,1963-04-19,USA,61.0
915,Armin,Kopf,R,1963-04-23,GER,61.0
916,Nelson,Aerts,R,1963-04-25,BRA,61.0
917,Harald,Rittersbacher,R,1963-04-27,GER,61.0
918,Khalid,Outaleb,R,1963-04-27,MAR,61.0
919,Robert,Seguso,R,1963-05-01,USA,61.0
920,Patrice,Kuchna,R,1963-05-10,FRA,61.0
921,Roberto,Arguello,U,1963-05-12,ARG,61.0
922,Wally,Masur,R,1963-05-13,AUS,61.0
923,Jorge,Lozano,R,1963-05-17,MEX,61.0
924,Mark,Murphy,R,1963-05-19,USA,61.0
925,Ken,Flach,R,1963-05-24,USA,61.0
926,Chris,Mcgarey,R,1963-05-27,USA,61.0
927,Barry,Moir,R,1963-06-01,RSA,61.0
928,Rostislav,Piskacek,R,1963-06-02,CZE,61.0
929,Paul,Vojtischek,R,1963-06-13,GER,61.0
930,Andrew,Burrow,R,1963-06-17,RSA,61.0
931,Denys,Maasdorp,R,1963-06-17,RSA,61.0
932,Evan,Ratner,R,1963-06-20,USA,61.0
933,Matt,Anger,R,1963-06-20,USA,61.0
934,Michael,Robertson,R,1963-07-02,USA,61.0
935,Henri,Leconte,L,1963-07-04,FRA,61.0
936,Ruben,Lamothe,R,1963-07-04,HAI,61.0
937,Jaromir,Becka,R,1963-07-06,GER,61.0
938,Joey,Rive,L,1963-07-08,USA,61.0
939,Allen,Miller,R,1963-07-09,USA,61.0
940,Alex,Stepanek,R,1963-07-11,GER,61.0
941,Thierry,Tulasne,R,1963-07-12,FRA,61.0
942,Girts,Dzelde,R,1963-07-16,LAT,61.0
943,Mikael,Pernfors,R,1963-07-16,SWE,61.0
944,Craig,Campbell,R,1963-07-18,RSA,61.0
945,Slobodan,Zivojinovic,R,1963-07-23,YUG,61.0
946,Doug,Burke,R,1963-07-25,JAM,61.0
947,Shiel,Kumar,L,1963-07-26,IND,61.0
948,Mauro,Menezes,R,1963-07-27,BRA,61.0
949,Libor,Pimek,R,1963-08-03,BEL,61.0
950,Alessandro,De Minicis,R,1963-08-04,ITA,61.0
951,Kai,Niemi,R,1963-08-10,FIN,61.0
952,Tjahjono,Tjahjono,R,1963-08-15,INA,61.0
953,Luiz,Mattar,R,1963-08-18,BRA,61.0
954,Yahiya,Doumbia,R,1963-08-25,SEN,61.0
955,Simone,Colombo,R,1963-08-28,ITA,61.0
956,Greg,Holmes,R,1963-08-29,USA,61.0
957,Deane,Frey,R,1963-09-06,USA,61.0
958,Chris,Kennedy,R,1963-09-14,USA,61.0
959,Harold,Hecht,R,1963-09-14,USA,61.0
960,Patrick,Schmidt,R,1963-09-17,GER,61.0
961,Thomas,Hogstedt,R,1963-09-21,SWE,61.0
962,Fred,Perrin,R,1963-09-23,USA,61.0
963,Jon,Levine,R,1963-09-29,USA,61.0
964,Peter,Ballauff,R,1963-09-29,GER,61.0
965,Nick,Fulwood,R,1963-10-02,GBR,61.0
966,Dan,Goldie,R,1963-10-03,USA,61.0
967,Sylvano,Simone,R,1963-10-10,ITA,61.0
968,Doug,Weber,R,1963-10-14,USA,61.0
969,Stefan,Eriksson,R,1963-10-17,SWE,61.0
970,Kimmo,Alkio,R,1963-10-25,FIN,61.0
971,Todd,Witsken,R,1963-11-04,USA,61.0
972,Mark,Styslinger,R,1963-11-05,USA,61.0
973,Jeff,Klaparda,R,1963-11-07,USA,61.0
974,Christopher,Sammer,R,1963-11-10,GER,61.0
975,Earl,Grainger,R,1963-11-11,RSA,61.0
976,Farley,Weiss,R,1963-11-13,USA,61.0
977,Andrew,Castle,R,1963-11-15,GBR,61.0
978,Gregg,Hahn,R,1963-11-15,USA,61.0
979,Edvaldo,Oliveira,R,1963-11-18,BRA,61.0
980,Pat,Harrison,R,1963-11-25,USA,61.0
981,Charlton,Eagle,R,1963-11-30,AUS,61.0
982,Stephen,Aniston,R,1963-12-04,USA,61.0
983,Peter,Wright,R,1963-12-08,USA,61.0
